學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
111,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,7,4,3,25.00
111,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),2,2,0,1.75
111,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),1,0,1,2.94
111,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),9,5,4,25.00
111,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,6,2,4,20.00
111,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),1,1,0,2.08
111,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,17,8,9,30.91
111,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),3,1,2,21.43
111,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),13,3,10,6.81
111,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),1,0,1,0.95
111,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,博士班,1,1,0,2.86
111,公立,一般大學,0003,國立臺灣大學,05199156,跨領域神經科學國際研究生博士學位學程,博士班,7,3,4,38.89
111,公立,一般大學,0003,國立臺灣大學,05199167,生物多樣性國際碩士學位學程,碩士班(日間),13,3,10,86.67
111,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),2,0,2,3.51
111,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,9,7,2,56.25
111,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),3,2,1,1.08
111,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,28,13,15,22.22
111,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),3,3,0,3.90
111,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,13,5,8,27.66
111,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際博士學位學程,博士班,3,1,2,17.65
111,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),7,3,4,18.92
111,公立,一般大學,0003,國立臺灣大學,05321166,地球系統科學國際研究生博士學位學程,博士班,8,6,2,88.89
111,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),1,0,1,0.68
111,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,0,1,3.03
111,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,4,4,0,19.05
111,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),2,2,0,0.73
111,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),2,2,0,1.00
111,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,20,15,5,17.70
111,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,3,3,0,8.57
111,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,2,1,1,22.22
111,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),1,0,1,0.49
111,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),2,2,0,4.88
111,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,2,2,0,13.33
111,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),4,0,4,1.78
111,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),2,2,0,1.52
111,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),15,9,6,2.54
111,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),6,5,1,1.65
111,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,博士班,11,9,2,8.87
111,公立,一般大學,0003,國立臺灣大學,06131081,生醫電子與資訊學研究所,碩士班(日間),6,4,2,4.32
