學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
107,私立,一般大學,1004,中原大學,07151034,機械工程學系,碩士班(日間),女,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07151034,機械工程學系,碩士在職專班,女,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07151034,機械工程學系,博士班,女,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07151C01,光機電及資電控產業碩士專班,碩士班(日間),男,8,4,0,0,0,0,3,0,0,0,1,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),男,449,12,1,0,1,3,3,0,0,0,3,0,0,0,0,...,1
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,碩士班(日間),男,53,7,1,0,0,0,1,0,0,1,1,2,0,0,1,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,碩士在職專班,男,38,12,1,0,0,0,8,0,2,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,博士班,男,30,5,0,0,0,0,3,0,1,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),女,205,4,0,0,0,1,1,0,0,0,2,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,碩士班(日間),女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,碩士在職專班,女,30,3,0,0,0,0,1,0,0,1,0,0,0,0,0,...,1
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,博士班,女,12,5,0,0,0,0,3,0,1,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系國際碩士班,碩士班(日間),男,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系國際碩士班,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),男,228,9,0,0,0,4,0,0,0,1,1,0,0,1,2,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,碩士班(日間),男,51,4,1,0,0,0,1,0,0,0,0,2,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,碩士在職專班,男,14,3,0,0,0,0,1,0,1,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,博士班,男,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),女,197,7,1,0,0,3,0,0,0,0,2,0,0,0,0,...,1
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,碩士班(日間),女,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,碩士在職專班,女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,博士班,女,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193044,生物醫學材料與科技國際碩士學位學程,碩士班(日間),男,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07193044,生物醫學材料與科技國際碩士學位學程,碩士班(日間),女,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),男,184,8,0,0,3,2,0,0,0,0,3,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07311046,建築學系,碩士班(日間),男,29,4,0,1,0,0,1,0,0,1,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07311046,建築學系,碩士在職專班,男,20,9,0,0,0,0,5,0,1,0,0,1,0,0,0,...,2
107,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),女,159,7,0,1,2,3,0,0,0,0,1,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07311046,建築學系,碩士班(日間),女,35,6,0,1,0,0,2,0,1,0,0,1,0,0,0,...,1
107,私立,一般大學,1004,中原大學,07311046,建築學系,碩士在職專班,女,6,3,0,0,0,0,2,0,0,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),男,103,5,0,0,0,2,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1004,中原大學,07312047,景觀學系,碩士班(日間),男,9,3,0,0,0,0,2,0,0,0,0,0,0,1,0,...,0
107,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),女,142,9,0,1,0,3,2,0,0,0,2,0,0,0,1,...,0
107,私立,一般大學,1004,中原大學,07312047,景觀學系,碩士班(日間),女,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),男,541,20,0,2,4,3,2,0,0,1,4,0,0,0,0,...,4
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,碩士班(日間),男,40,5,0,1,0,1,2,0,0,0,0,1,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,博士班,男,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),女,139,4,0,0,2,0,1,0,0,0,1,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,碩士班(日間),女,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1004,中原大學,07321035,土木工程學系,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,男,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,女,20,4,0,0,0,0,1,1,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士班(日間),男,4,10,0,0,0,0,1,0,1,1,0,0,0,0,0,...,7
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士在職專班,男,8,6,1,2,0,0,2,0,1,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士班(日間),女,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士在職專班,女,25,5,0,1,0,0,0,0,0,0,1,1,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士班(日間),男,9,6,0,0,0,0,0,0,0,0,0,2,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士在職專班,男,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士班(日間),女,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,...,9
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士在職專班,女,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),男,156,2,0,1,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士班(日間),男,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士在職專班,男,16,5,0,0,0,0,1,0,1,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),女,315,15,1,0,0,3,0,0,0,0,1,0,0,0,0,...,10
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士班(日間),女,19,6,0,2,0,0,1,0,0,0,0,1,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士在職專班,女,23,11,1,0,0,0,0,0,1,0,0,0,0,0,0,...,9
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系數位學習碩士在職專班,碩士在職專班,男,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系數位學習碩士在職專班,碩士在職專班,女,50,7,0,0,0,0,0,0,2,0,0,0,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),男,311,20,2,2,1,2,0,0,0,0,2,0,0,0,1,...,10
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,碩士班(日間),男,14,9,0,0,0,1,1,0,0,0,0,3,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,碩士在職專班,男,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),女,206,12,0,1,0,1,1,0,0,0,2,0,1,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,碩士班(日間),女,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系全英語學士班,學士班(日間),男,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系全英語學士班,學士班(日間),女,123,8,0,0,0,2,0,0,0,0,1,0,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),男,65,2,0,1,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),女,181,13,0,0,1,0,0,0,0,0,4,0,0,0,0,...,8
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),男,280,24,4,0,2,0,2,0,0,0,2,0,0,0,0,...,14
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(進修),男,114,27,0,1,1,1,3,0,0,0,3,0,0,0,0,...,18
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),男,10,10,0,1,0,0,1,0,0,1,1,0,0,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士在職專班,男,13,6,1,0,0,0,1,0,0,0,0,0,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),女,658,28,5,0,0,1,1,0,0,0,7,0,0,0,2,...,12
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(進修),女,173,23,0,2,0,1,0,0,1,0,1,0,1,0,0,...,17
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),女,25,9,1,1,0,0,1,0,0,0,0,2,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士在職專班,女,20,10,1,0,0,0,2,0,1,0,0,1,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),男,127,10,0,0,0,1,1,0,0,0,1,0,0,0,0,...,7
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,碩士班(日間),男,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),女,432,25,4,0,0,1,0,0,0,0,5,0,0,0,0,...,15
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,碩士班(日間),女,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),男,63,9,0,0,1,0,0,0,0,0,2,0,0,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),女,224,10,0,1,0,1,2,0,0,0,3,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),男,85,8,0,0,0,1,0,0,0,0,3,0,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,碩士班(日間),男,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),女,460,21,3,1,0,3,0,0,0,0,1,0,0,0,0,...,13
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,碩士班(日間),女,18,4,0,0,0,0,1,0,1,0,0,1,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),男,225,16,0,0,0,0,0,0,0,0,6,0,0,0,0,...,10
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(進修),男,70,18,0,1,0,0,2,0,0,0,0,0,0,0,0,...,15
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,碩士班(日間),男,15,6,0,0,0,0,0,0,0,1,0,1,0,0,0,...,4
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,博士班,男,18,6,1,0,0,0,2,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),女,551,19,7,3,0,0,1,0,0,0,3,0,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(進修),女,142,25,2,2,0,0,1,0,0,0,1,0,1,0,0,...,18
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,碩士班(日間),女,21,13,2,0,0,0,0,0,1,0,0,3,1,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,博士班,女,25,9,0,0,0,0,1,0,3,0,1,3,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),男,180,17,1,0,1,2,0,0,0,0,2,0,0,0,0,...,11
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(進修),男,33,13,0,0,0,0,0,0,0,0,0,0,0,0,1,...,12
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士班(日間),男,17,9,0,0,0,0,0,0,0,2,0,2,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士在職專班,男,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,博士班,男,24,3,0,0,0,0,1,0,0,1,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),女,428,12,1,0,0,1,0,1,0,0,1,0,0,0,0,...,8
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(進修),女,46,9,0,0,0,0,1,0,0,0,1,0,0,0,0,...,7
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士班(日間),女,27,8,1,1,0,0,0,0,0,0,0,1,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士在職專班,女,26,10,2,0,0,0,0,0,2,0,0,0,0,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,博士班,女,20,8,0,0,0,0,4,0,0,0,0,2,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),男,215,14,2,0,0,1,0,0,0,0,0,0,1,0,1,...,9
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,碩士班(日間),男,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,博士班,男,10,10,0,0,0,0,2,0,2,0,0,0,0,0,0,...,6
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),女,218,2,0,0,0,0,0,0,0,0,1,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,碩士班(日間),女,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,博士班,女,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),男,383,18,1,0,0,4,0,0,0,0,0,0,0,0,0,...,13
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),女,286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系經濟與財務碩士班,碩士班(日間),男,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系經濟與財務碩士班,碩士班(日間),女,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),男,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),女,120,8,1,0,0,0,0,0,1,0,3,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),男,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),女,166,6,0,0,0,0,0,0,0,0,1,0,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士班(日間),男,30,7,0,1,0,0,2,0,0,1,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士在職專班,男,73,14,0,0,0,0,5,0,0,0,0,1,0,0,0,...,8
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,博士班,男,52,7,1,0,0,0,2,0,0,0,0,0,0,0,1,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士班(日間),女,11,4,0,1,0,0,1,0,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,碩士在職專班,女,15,8,0,2,0,0,0,0,0,0,0,1,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,博士班,女,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),男,38,9,0,1,0,0,1,0,0,0,0,2,0,0,0,...,5
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),女,86,24,2,0,0,0,1,1,1,0,0,10,0,0,0,...,9
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143063,臺灣與亞太研究全英語碩士學位學程,碩士班(日間),男,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143063,臺灣與亞太研究全英語碩士學位學程,碩士班(日間),女,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所,碩士班(日間),男,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,...,3
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所,碩士班(日間),女,17,4,0,1,0,0,1,0,0,0,0,0,0,0,0,...,2
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,男,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143065,美洲研究所,碩士班(日間),男,3,5,0,0,0,0,0,0,0,2,0,1,0,0,0,...,2
