學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
105,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),男,3789,516,17,40,5,7,105,0,0,...,...,...,...,...,...,...,342
105,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),男,900,245,6,7,1,19,65,0,0,...,...,...,...,...,...,...,147
105,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),男,182,41,1,5,0,0,22,0,0,...,...,...,...,...,...,...,13
105,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,男,88,18,2,0,0,0,12,0,0,...,...,...,...,...,...,...,4
105,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),女,16,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),女,2039,194,10,28,0,3,46,10,0,...,...,...,...,...,...,...,97
105,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),女,320,60,4,4,1,2,17,2,0,...,...,...,...,...,...,...,30
105,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),女,57,11,0,0,0,0,7,1,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,女,24,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1062,僑光科技大學,二專(進修),男,62,2,0,1,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1062,僑光科技大學,五專,男,9,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1062,僑光科技大學,學士班(日間),男,2418,81,5,7,3,15,5,0,0,...,...,...,...,...,...,...,46
105,私立,技專校院,1062,僑光科技大學,學士班(進修),男,1952,109,2,9,0,14,10,0,0,...,...,...,...,...,...,...,74
105,私立,技專校院,1062,僑光科技大學,碩士班(日間),男,35,5,1,0,0,0,3,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1062,僑光科技大學,學士班(日間),女,3992,52,5,5,3,14,4,1,0,...,...,...,...,...,...,...,20
105,私立,技專校院,1062,僑光科技大學,學士班(進修),女,2001,58,2,17,2,10,10,2,3,...,...,...,...,...,...,...,12
105,私立,技專校院,1062,僑光科技大學,碩士班(日間),女,33,3,0,1,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1062,僑光科技大學,碩士在職專班,女,18,1,0,1,0,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),男,1519,139,2,15,2,11,18,0,0,...,...,...,...,...,...,...,91
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),男,784,173,2,0,0,6,52,0,0,...,...,...,...,...,...,...,113
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),男,52,8,1,0,1,0,3,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,男,84,7,0,0,0,0,7,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),女,1627,119,15,15,3,11,33,0,2,...,...,...,...,...,...,...,40
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),女,760,77,2,1,0,2,44,0,0,...,...,...,...,...,...,...,28
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),女,41,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,女,46,5,0,0,0,0,3,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),男,25,3,0,0,0,0,2,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,男,203,13,2,0,1,2,0,0,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),男,1623,161,5,10,0,14,44,0,0,...,...,...,...,...,...,...,88
105,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),男,486,104,5,3,0,3,30,0,1,...,...,...,...,...,...,...,62
105,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),男,53,13,0,0,0,0,5,0,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士在職專班,男,61,7,0,0,0,0,6,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),女,3,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,女,1568,61,7,4,0,21,8,2,1,...,...,...,...,...,...,...,18
105,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),女,2334,119,7,18,1,15,32,3,0,...,...,...,...,...,...,...,43
105,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),女,1278,113,7,7,0,2,46,4,3,...,...,...,...,...,...,...,44
105,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),女,76,14,1,1,0,0,7,1,2,...,...,...,...,...,...,...,2
105,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士在職專班,女,132,8,0,0,0,0,2,1,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1065,吳鳳科技大學,學士班(日間),男,2711,252,6,5,5,33,33,0,0,...,...,...,...,...,...,...,170
105,私立,技專校院,1065,吳鳳科技大學,學士班(進修),男,737,173,2,16,45,15,62,0,1,...,...,...,...,...,...,...,32
105,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),男,32,4,0,0,0,0,1,0,1,...,...,...,...,...,...,...,2
105,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,男,47,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1065,吳鳳科技大學,學士班(日間),女,1280,111,2,6,1,19,21,7,2,...,...,...,...,...,...,...,53
105,私立,技專校院,1065,吳鳳科技大學,學士班(進修),女,269,45,2,3,8,10,17,3,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),女,24,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,女,34,1,1,0,0,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),男,146,9,0,0,0,1,3,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),男,1882,159,6,27,46,31,7,0,0,...,...,...,...,...,...,...,42
105,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),男,659,30,1,2,0,0,10,0,0,...,...,...,...,...,...,...,17
105,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),男,72,11,1,0,2,2,3,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士在職專班,男,26,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),女,136,12,0,1,0,0,10,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),女,2049,141,7,55,26,34,1,2,0,...,...,...,...,...,...,...,16
105,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),女,819,27,5,5,0,0,10,0,0,...,...,...,...,...,...,...,7
105,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),女,67,12,0,1,9,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士在職專班,女,20,2,0,0,2,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),男,1387,105,6,14,10,5,14,0,0,...,...,...,...,...,...,...,56
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),男,313,31,1,0,0,4,9,0,0,...,...,...,...,...,...,...,17
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),女,1276,45,3,11,5,5,8,2,0,...,...,...,...,...,...,...,11
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),女,233,10,0,3,0,0,5,0,1,...,...,...,...,...,...,...,1
105,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,碩士班(日間),女,38,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),男,1413,77,2,3,0,14,15,0,0,...,...,...,...,...,...,...,43
105,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),男,620,39,1,1,1,2,13,0,0,...,...,...,...,...,...,...,21
105,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士班(日間),男,29,8,0,0,0,0,4,0,0,...,...,...,...,...,...,...,4
105,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士在職專班,男,25,3,0,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),女,995,38,2,6,0,11,12,2,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),女,669,21,3,2,0,1,8,1,1,...,...,...,...,...,...,...,5
105,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士班(日間),女,19,4,0,0,0,0,4,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士在職專班,女,10,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1069,修平學校財團法人修平科技大學,二專(進修),男,13,2,0,0,0,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),男,3245,184,6,15,9,39,56,0,0,...,...,...,...,...,...,...,59
105,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),男,672,68,3,4,2,10,30,0,0,...,...,...,...,...,...,...,19
105,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士班(日間),男,38,3,0,0,1,0,1,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士在職專班,男,9,2,0,0,0,0,2,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),女,1869,68,5,6,4,22,13,1,0,...,...,...,...,...,...,...,17
105,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),女,123,10,0,2,0,1,5,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),男,385,4,1,0,0,1,0,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),男,92,5,0,0,0,0,3,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),男,4,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,五專,女,796,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),女,3966,34,3,0,0,9,4,1,4,...,...,...,...,...,...,...,13
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),女,1656,84,7,5,0,5,27,2,19,...,...,...,...,...,...,...,19
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),女,52,3,0,0,0,0,0,0,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士在職專班,女,67,6,0,0,0,0,1,0,2,...,...,...,...,...,...,...,3
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(日間),男,8,9,0,0,1,0,6,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),男,37,13,0,1,2,0,0,0,0,...,...,...,...,...,...,...,10
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,男,1115,85,2,8,17,10,21,0,0,...,...,...,...,...,...,...,27
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),男,4422,367,13,44,39,28,84,0,0,...,...,...,...,...,...,...,159
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),男,621,88,5,6,2,5,16,0,0,...,...,...,...,...,...,...,54
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,碩士班(日間),男,79,22,0,2,6,0,8,0,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(日間),女,4,7,0,2,2,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),女,21,4,0,0,0,1,1,0,0,...,...,...,...,...,...,...,2
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,女,484,35,4,3,12,7,3,1,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),女,2866,189,9,40,20,27,50,4,4,...,...,...,...,...,...,...,35
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),女,246,42,1,5,3,2,13,1,0,...,...,...,...,...,...,...,17
105,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,碩士班(日間),女,30,10,1,0,3,0,6,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,二專(進修),男,139,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,男,555,65,3,4,4,38,11,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),男,653,65,6,5,0,17,14,0,3,...,...,...,...,...,...,...,20
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),男,1028,45,1,4,10,1,21,0,0,...,...,...,...,...,...,...,8
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,碩士班(日間),男,22,4,0,0,0,0,4,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,二專(進修),女,48,1,0,1,0,0,0,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,女,391,41,4,3,15,14,0,2,0,...,...,...,...,...,...,...,3
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),女,368,29,2,7,3,5,6,2,0,...,...,...,...,...,...,...,4
105,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),女,340,18,1,3,5,0,8,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,男,415,64,4,1,23,0,18,0,0,...,...,...,...,...,...,...,18
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),男,2321,255,19,2,38,2,107,0,0,...,...,...,...,...,...,...,87
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),男,579,29,0,0,0,0,0,0,1,...,...,...,...,...,...,...,28
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士班(日間),男,44,16,1,0,1,0,9,0,0,...,...,...,...,...,...,...,5
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,女,763,119,17,0,58,1,28,3,0,...,...,...,...,...,...,...,12
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),女,3517,218,22,5,48,5,98,13,0,...,...,...,...,...,...,...,27
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),女,528,38,0,1,2,0,4,5,1,...,...,...,...,...,...,...,25
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士班(日間),女,19,4,1,0,0,0,2,1,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士在職專班,女,33,4,1,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,二專(進修),男,80,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,五專,男,190,14,1,1,0,0,2,0,0,...,...,...,...,...,...,...,10
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(日間),男,842,37,2,3,0,0,13,0,0,...,...,...,...,...,...,...,19
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(進修),男,620,31,0,4,0,3,5,0,0,...,...,...,...,...,...,...,19
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士班(日間),男,20,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士在職專班,男,16,2,1,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,二專(進修),女,81,3,0,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,五專,女,68,4,0,0,0,0,3,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(日間),女,558,18,3,1,0,5,8,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(進修),女,367,12,1,2,0,1,7,0,0,...,...,...,...,...,...,...,1
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,男,287,9,0,0,1,1,1,0,0,...,...,...,...,...,...,...,6
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),男,1156,89,4,5,6,17,12,0,0,...,...,...,...,...,...,...,45
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),男,574,110,2,6,1,2,57,0,0,...,...,...,...,...,...,...,42
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),男,32,17,0,1,0,2,4,0,0,...,...,...,...,...,...,...,10
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士在職專班,男,14,9,0,1,0,0,8,0,0,...,...,...,...,...,...,...,0
105,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,女,1447,46,9,2,2,7,4,0,0,...,...,...,...,...,...,...,22
