學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
107,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),女,182,9,0,3,1,1,1,0,0,0,0,1,0,0,0,...,2
107,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,女,55,4,0,0,0,0,2,1,1,0,0,0,0,0,0,...,0
107,公立,技專校院,0033,國立虎尾科技大學,博士班,女,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0035,國立臺南藝術大學,五專,男,58,4,0,0,0,1,0,0,0,0,3,0,0,0,0,...,0
107,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),男,240,12,0,2,0,2,2,0,0,0,1,0,0,0,0,...,5
107,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),男,185,60,1,4,0,0,9,0,2,2,4,12,0,6,0,...,20
107,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,男,14,4,0,0,0,0,2,0,1,0,0,0,0,0,0,...,1
107,公立,一般大學,0035,國立臺南藝術大學,博士班,男,20,7,0,0,0,0,1,0,2,1,0,1,0,0,0,...,2
107,公立,一般大學,0035,國立臺南藝術大學,五專,女,109,6,0,0,0,2,0,0,0,0,2,0,1,0,0,...,1
107,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),女,534,32,1,2,0,6,1,0,0,0,7,0,0,3,0,...,12
107,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),女,350,125,2,5,0,0,33,1,6,0,3,36,0,7,0,...,32
107,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,女,37,18,1,0,0,0,7,1,3,0,1,3,0,1,0,...,1
107,公立,一般大學,0035,國立臺南藝術大學,博士班,女,17,6,0,0,0,0,0,0,1,0,0,2,0,2,0,...,1
107,公立,一般大學,0036,國立臺南大學,學士班(日間),男,1820,63,1,1,7,24,6,0,0,7,3,0,0,1,1,...,12
107,公立,一般大學,0036,國立臺南大學,學士班(進修),男,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0036,國立臺南大學,碩士班(日間),男,394,87,2,5,0,6,27,0,1,2,0,17,0,2,1,...,24
107,公立,一般大學,0036,國立臺南大學,碩士在職專班,男,218,55,3,0,0,0,39,0,2,0,0,10,0,1,0,...,0
107,公立,一般大學,0036,國立臺南大學,博士班,男,77,26,1,0,0,0,13,0,4,0,0,7,0,0,1,...,0
107,公立,一般大學,0036,國立臺南大學,學士班(日間),女,2065,66,4,2,2,35,2,0,1,0,4,0,4,3,0,...,9
107,公立,一般大學,0036,國立臺南大學,學士班(進修),女,51,2,1,0,0,1,0,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0036,國立臺南大學,碩士班(日間),女,485,146,6,2,0,6,65,0,7,0,0,31,1,3,0,...,25
107,公立,一般大學,0036,國立臺南大學,碩士在職專班,女,444,100,6,1,0,1,53,2,12,0,0,24,0,1,0,...,0
107,公立,一般大學,0036,國立臺南大學,博士班,女,99,22,3,0,1,0,9,0,4,0,0,3,0,2,0,...,0
107,公立,一般大學,0037,國立臺北教育大學,學士班(日間),男,1174,55,0,1,0,26,6,0,1,0,3,0,6,0,0,...,12
107,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),男,445,107,0,4,0,2,45,0,7,3,2,24,0,0,1,...,19
107,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,男,199,34,2,1,0,0,18,0,8,0,1,3,0,1,0,...,0
107,公立,一般大學,0037,國立臺北教育大學,博士班,男,73,23,0,0,0,0,10,0,3,0,0,7,0,0,0,...,3
107,公立,一般大學,0037,國立臺北教育大學,學士班(日間),女,2234,72,1,2,0,31,4,0,0,0,17,0,3,0,0,...,14
107,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),女,876,234,0,5,0,7,64,7,28,0,8,72,3,0,4,...,36
107,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,女,738,138,8,1,0,1,61,8,25,0,3,14,0,17,0,...,0
107,公立,一般大學,0037,國立臺北教育大學,博士班,女,75,18,0,0,0,0,7,1,4,0,0,4,0,0,0,...,2
107,公立,一般大學,0039,國立臺中教育大學,學士班(日間),男,1171,60,4,1,0,15,7,0,0,0,3,0,2,0,0,...,28
107,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),男,288,62,4,0,0,0,23,0,3,2,0,5,0,0,0,...,25
107,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,男,189,31,1,1,0,1,10,0,3,0,0,4,0,0,0,...,11
107,公立,一般大學,0039,國立臺中教育大學,博士班,男,55,8,0,0,0,0,6,0,0,0,0,0,0,0,0,...,2
107,公立,一般大學,0039,國立臺中教育大學,學士班(日間),女,2104,60,4,4,0,22,2,0,1,0,5,0,0,0,0,...,22
107,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),女,534,115,8,2,0,1,28,2,14,0,0,9,0,0,0,...,51
107,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,女,565,97,5,0,0,0,30,2,19,0,0,10,0,0,0,...,31
107,公立,一般大學,0039,國立臺中教育大學,博士班,女,60,13,1,0,0,0,6,1,0,0,0,1,0,0,0,...,4
107,公立,技專校院,0042,國立澎湖科技大學,五專,男,11,2,0,0,1,0,0,0,0,0,0,0,1,0,0,...,0
107,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),男,1541,54,1,1,0,7,4,0,0,6,0,0,0,0,3,...,32
107,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),男,134,14,0,0,0,0,7,0,0,0,0,0,0,0,0,...,7
107,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),男,40,5,0,0,0,1,0,0,0,2,0,0,0,0,0,...,2
107,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,男,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,...,2
107,公立,技專校院,0042,國立澎湖科技大學,五專,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),女,1075,37,1,2,0,3,4,0,1,0,0,0,0,0,0,...,26
107,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),女,150,12,1,1,0,0,6,0,0,0,0,0,0,0,0,...,4
107,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),女,29,10,0,0,0,0,6,0,0,0,0,0,0,0,0,...,4
107,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,女,20,4,1,0,0,0,1,0,0,0,0,0,0,0,0,...,2
107,公立,技專校院,0043,國立勤益科技大學,學士班(日間),男,4591,276,9,12,35,101,40,0,0,28,5,0,0,0,0,...,46
107,公立,技專校院,0043,國立勤益科技大學,學士班(進修),男,2872,121,2,1,10,27,47,0,0,5,0,0,0,0,0,...,29
107,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),男,429,51,1,4,0,2,37,0,0,4,0,0,0,3,0,...,0
107,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,男,224,30,2,2,0,0,17,0,0,0,0,0,0,0,0,...,9
107,公立,技專校院,0043,國立勤益科技大學,博士班,男,16,5,0,0,0,0,4,0,0,0,0,0,0,1,0,...,0
107,公立,技專校院,0043,國立勤益科技大學,學士班(日間),女,2158,79,5,3,11,30,9,1,3,0,2,0,0,0,0,...,15
107,公立,技專校院,0043,國立勤益科技大學,學士班(進修),女,626,28,2,4,0,4,12,0,0,0,0,0,0,0,0,...,6
107,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),女,126,14,0,2,0,1,8,0,0,0,0,0,0,3,0,...,0
107,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,女,57,5,0,0,0,0,1,0,0,0,0,0,0,0,0,...,4
107,公立,技專校院,0043,國立勤益科技大學,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,學士班(日間),男,1075,81,1,2,0,0,76,0,1,1,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,學士班(進修),男,55,14,0,0,0,0,13,0,1,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,碩士班(日間),男,189,64,0,4,0,0,51,0,2,4,0,0,0,0,3,...,0
107,公立,一般大學,0044,國立體育大學,碩士在職專班,男,132,25,0,1,0,0,22,0,2,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,博士班,男,108,17,0,1,0,0,12,0,3,0,0,0,0,0,1,...,0
107,公立,一般大學,0044,國立體育大學,學士班(日間),女,600,21,1,1,0,0,19,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,學士班(進修),女,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,碩士班(日間),女,154,41,0,0,0,0,34,0,5,0,0,0,0,0,2,...,0
107,公立,一般大學,0044,國立體育大學,碩士在職專班,女,84,15,0,0,0,0,14,0,1,0,0,0,0,0,0,...,0
107,公立,一般大學,0044,國立體育大學,博士班,女,50,8,0,0,0,0,5,1,2,0,0,0,0,0,0,...,0
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),男,768,27,0,1,2,11,4,0,0,2,3,0,1,1,1,...,1
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),男,24,8,0,0,0,2,0,0,0,0,0,0,1,0,1,...,4
107,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),男,94,28,1,3,0,0,7,0,2,0,1,7,0,0,0,...,7
107,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,男,30,7,0,0,0,1,4,0,1,0,0,1,0,0,0,...,0
107,公立,技專校院,0046,國立臺北護理健康大學,博士班,男,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),女,2925,112,6,4,6,30,13,2,5,0,9,0,4,3,4,...,26
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),女,690,80,2,0,2,3,33,7,16,0,3,0,1,2,1,...,10
107,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),女,474,164,3,1,4,3,56,12,22,0,2,35,1,7,0,...,18
107,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,女,173,64,5,0,3,0,17,2,14,0,0,15,0,1,0,...,7
107,公立,技專校院,0046,國立臺北護理健康大學,博士班,女,63,22,1,0,2,0,7,2,1,0,0,6,0,0,0,...,3
107,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),男,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,...,2
107,公立,技專校院,0047,國立高雄餐旅大學,五專,男,96,5,0,0,3,1,0,0,0,0,0,0,0,0,0,...,1
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),男,936,41,2,3,6,8,2,0,0,2,2,0,0,1,0,...,15
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),男,411,12,0,0,2,6,0,0,1,0,0,0,0,0,0,...,3
107,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),男,50,15,0,3,2,1,7,0,0,0,0,0,0,0,0,...,2
107,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,男,28,3,0,0,2,0,1,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0047,國立高雄餐旅大學,博士班,男,12,8,0,0,1,0,5,0,0,0,0,0,0,0,0,...,2
107,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),女,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,...,4
107,公立,技專校院,0047,國立高雄餐旅大學,五專,女,148,6,2,0,0,0,0,0,0,0,1,0,0,0,0,...,3
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),女,2332,72,8,7,9,21,2,0,2,0,0,0,0,0,0,...,23
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),女,1033,22,2,3,3,6,3,0,1,0,1,0,0,0,0,...,3
107,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),女,100,22,2,3,1,2,10,1,2,0,0,0,0,0,0,...,1
107,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,女,22,3,0,0,0,0,2,1,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0047,國立高雄餐旅大學,博士班,女,17,4,1,0,0,0,1,0,0,0,0,0,0,0,0,...,2
107,公立,一般大學,0048,國立金門大學,學士班(日間),男,1593,49,2,2,4,24,13,0,0,2,0,0,0,1,0,...,1
107,公立,一般大學,0048,國立金門大學,學士班(進修),男,487,49,3,1,2,4,31,0,0,5,0,0,0,3,0,...,0
107,公立,一般大學,0048,國立金門大學,碩士班(日間),男,127,25,0,0,0,1,20,0,1,2,0,0,0,1,0,...,0
107,公立,一般大學,0048,國立金門大學,碩士在職專班,男,69,4,0,0,0,0,4,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0048,國立金門大學,學士班(日間),女,1560,38,4,1,2,14,12,1,0,0,1,0,0,3,0,...,0
107,公立,一般大學,0048,國立金門大學,學士班(進修),女,365,30,4,0,1,8,15,0,1,0,0,0,0,1,0,...,0
107,公立,一般大學,0048,國立金門大學,碩士班(日間),女,80,22,0,0,2,1,16,1,2,0,0,0,0,0,0,...,0
107,公立,一般大學,0048,國立金門大學,碩士在職專班,女,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),男,1400,96,3,26,21,16,20,0,2,6,0,0,0,0,0,...,2
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),男,259,20,0,8,0,1,10,0,0,1,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),男,122,48,0,13,6,1,21,0,1,5,0,1,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,男,61,15,0,1,0,0,13,0,1,0,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),女,979,20,1,9,3,3,3,1,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),女,106,6,0,1,0,1,3,1,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),女,129,31,1,5,6,1,15,0,3,0,0,0,0,0,0,...,0
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,女,44,7,0,2,1,0,4,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0050,國立臺中科技大學,五專,男,759,45,3,0,0,17,3,0,0,3,5,0,0,1,0,...,13
107,公立,技專校院,0050,國立臺中科技大學,學士班(日間),男,1883,62,4,4,3,7,21,0,0,6,1,0,0,0,0,...,16
107,公立,技專校院,0050,國立臺中科技大學,學士班(進修),男,824,70,2,2,0,2,38,0,0,3,0,0,0,0,0,...,23
107,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),男,166,30,2,0,0,0,10,0,0,2,0,1,0,0,0,...,15
107,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,男,100,11,1,0,0,0,10,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0050,國立臺中科技大學,二專(進修),女,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
107,公立,技專校院,0050,國立臺中科技大學,五專,女,2725,85,7,0,1,35,3,0,0,0,4,0,4,0,2,...,29
107,公立,技專校院,0050,國立臺中科技大學,學士班(日間),女,5049,144,17,5,5,29,38,1,7,0,7,0,0,2,6,...,27
107,公立,技專校院,0050,國立臺中科技大學,學士班(進修),女,1726,142,6,3,0,11,44,2,7,0,2,0,0,0,0,...,67
107,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),女,203,27,1,1,0,2,11,0,2,0,0,0,0,0,2,...,8
107,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,女,118,14,1,0,0,0,9,0,2,0,0,0,0,0,0,...,2
107,公立,技專校院,0051,國立臺北商業大學,二專(進修),男,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,五專,男,523,13,0,1,3,2,0,0,0,1,1,0,3,2,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,學士班(日間),男,859,20,5,1,2,3,3,0,0,1,2,0,1,2,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,學士班(進修),男,423,44,1,1,0,5,28,0,0,2,3,0,0,0,0,...,4
107,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),男,96,10,0,0,0,3,2,0,0,3,0,0,0,2,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,男,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,五專,女,1351,18,5,0,5,5,0,0,0,0,0,0,3,0,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,學士班(日間),女,2286,36,3,2,4,13,3,0,1,0,1,0,4,4,1,...,0
107,公立,技專校院,0051,國立臺北商業大學,學士班(進修),女,1004,78,9,2,2,10,34,4,7,0,2,0,0,1,2,...,5
107,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),女,142,17,2,0,0,1,10,0,0,0,0,0,0,4,0,...,0
107,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,女,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0052,國立屏東大學,學士班(日間),男,2672,102,6,6,19,24,15,0,0,3,4,0,6,4,9,...,6
107,公立,一般大學,0052,國立屏東大學,學士班(進修),男,320,17,0,0,0,3,10,0,0,0,0,0,0,0,3,...,1
107,公立,一般大學,0052,國立屏東大學,碩士班(日間),男,381,85,3,3,2,5,37,0,2,3,0,20,2,3,2,...,3
107,公立,一般大學,0052,國立屏東大學,碩士在職專班,男,188,47,0,1,0,0,33,0,2,0,0,9,0,1,1,...,0
107,公立,一般大學,0052,國立屏東大學,博士班,男,24,5,0,0,0,0,5,0,0,0,0,0,0,0,0,...,0
107,公立,一般大學,0052,國立屏東大學,學士班(日間),女,4059,98,7,6,13,25,16,0,0,0,8,0,7,2,9,...,5
107,公立,一般大學,0052,國立屏東大學,學士班(進修),女,350,25,0,0,1,6,13,0,2,0,0,0,1,0,1,...,1
107,公立,一般大學,0052,國立屏東大學,碩士班(日間),女,508,150,3,4,0,0,68,6,11,0,4,27,0,5,9,...,13
107,公立,一般大學,0052,國立屏東大學,碩士在職專班,女,445,85,5,2,0,0,41,3,12,0,1,15,0,2,1,...,3
107,公立,一般大學,0052,國立屏東大學,博士班,女,22,6,0,0,0,0,2,0,0,0,0,2,1,1,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,五專,男,529,11,0,1,1,7,1,0,0,1,0,0,0,0,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,學士班(日間),男,10873,367,12,17,41,109,72,0,0,46,13,0,0,33,1,...,23
107,公立,技專校院,0053,國立高雄科技大學,學士班(進修),男,2500,257,3,9,11,84,110,0,3,23,2,0,0,12,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),男,1676,235,8,15,11,31,79,0,3,26,2,1,0,34,0,...,25
107,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,男,1376,295,7,6,3,66,173,0,20,0,3,0,0,17,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,博士班,男,440,67,1,4,2,1,40,0,3,1,0,1,0,3,0,...,11
107,公立,技專校院,0053,國立高雄科技大學,五專,女,110,2,0,0,0,2,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,學士班(日間),女,6916,146,6,4,13,60,18,0,2,1,11,0,1,14,0,...,16
107,公立,技專校院,0053,國立高雄科技大學,學士班(進修),女,1240,130,1,3,6,48,49,1,4,0,3,0,0,15,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),女,847,120,5,10,6,7,51,2,4,1,2,0,0,10,3,...,19
107,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,女,656,131,0,3,4,22,63,6,21,0,0,0,0,12,0,...,0
107,公立,技專校院,0053,國立高雄科技大學,博士班,女,111,21,1,0,2,1,10,2,0,0,0,2,0,2,0,...,1
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),男,200,18,0,2,3,0,3,0,0,6,0,0,0,0,0,...,4
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),男,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),女,368,16,1,0,0,0,2,0,1,0,0,0,1,0,0,...,11
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),女,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),男,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),男,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,...,1
107,公立,技專校院,0221,國立臺南護理專科學校,五專,男,129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),女,108,4,0,0,0,3,1,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),女,49,2,1,0,0,0,1,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0221,國立臺南護理專科學校,五專,女,1666,16,1,0,1,10,1,0,0,0,0,0,0,0,0,...,3
107,公立,技專校院,0222,國立臺東專科學校,二專(日間),男,438,35,2,9,0,12,4,0,0,0,0,0,3,0,1,...,4
107,公立,技專校院,0222,國立臺東專科學校,二專(進修),男,53,14,1,0,0,0,13,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0222,國立臺東專科學校,五專,男,219,31,1,2,1,11,1,0,0,3,0,0,4,0,0,...,8
107,公立,技專校院,0222,國立臺東專科學校,二專(日間),女,143,26,1,4,0,15,0,0,0,0,0,0,1,0,0,...,5
107,公立,技專校院,0222,國立臺東專科學校,二專(進修),女,36,13,1,0,0,1,11,0,0,0,0,0,0,0,0,...,0
107,公立,技專校院,0222,國立臺東專科學校,五專,女,285,40,0,6,2,12,1,0,0,0,0,0,3,0,0,...,16
107,私立,一般大學,1001,東海大學,學士班(日間),男,5983,319,24,3,30,75,28,0,0,9,30,0,3,3,2,...,112
107,私立,一般大學,1001,東海大學,學士班(進修),男,323,31,3,2,2,2,4,0,1,1,1,0,0,0,0,...,15
107,私立,一般大學,1001,東海大學,碩士班(日間),男,625,178,5,5,4,1,59,0,2,8,1,40,0,0,1,...,52
107,私立,一般大學,1001,東海大學,碩士在職專班,男,350,144,3,0,0,1,84,0,6,0,1,31,0,1,0,...,17
107,私立,一般大學,1001,東海大學,博士班,男,147,54,4,0,1,0,16,0,2,0,0,25,0,0,0,...,6
107,私立,一般大學,1001,東海大學,學士班(日間),女,7296,252,27,6,14,78,10,3,1,0,28,0,4,2,1,...,78
107,私立,一般大學,1001,東海大學,學士班(進修),女,281,27,2,2,1,0,4,1,3,0,3,0,0,0,0,...,11
107,私立,一般大學,1001,東海大學,碩士班(日間),女,609,179,11,5,2,3,60,1,8,0,5,43,0,0,3,...,38
107,私立,一般大學,1001,東海大學,碩士在職專班,女,370,116,7,0,0,1,43,4,10,0,0,29,0,1,0,...,21
107,私立,一般大學,1001,東海大學,博士班,女,96,40,1,1,0,0,10,1,2,0,0,16,0,0,0,...,9
107,私立,一般大學,1002,輔仁大學,學士班(日間),男,7598,332,19,7,31,133,83,0,0,10,44,0,3,0,2,...,0
107,私立,一般大學,1002,輔仁大學,學士班(進修),男,1700,156,18,2,7,28,76,0,3,10,11,0,0,1,0,...,0
107,私立,一般大學,1002,輔仁大學,碩士班(日間),男,847,174,9,0,0,16,67,0,2,17,10,48,0,1,4,...,0
107,私立,一般大學,1002,輔仁大學,碩士在職專班,男,604,126,1,0,0,2,69,0,12,0,3,38,0,1,0,...,0
107,私立,一般大學,1002,輔仁大學,博士班,男,233,84,4,2,1,0,28,0,4,2,2,41,0,0,0,...,0
107,私立,一般大學,1002,輔仁大學,學士班(日間),女,10241,368,43,5,12,121,60,0,3,0,116,0,6,1,1,...,0
107,私立,一般大學,1002,輔仁大學,學士班(進修),女,2787,216,33,9,5,47,90,4,9,0,15,0,3,1,0,...,0
107,私立,一般大學,1002,輔仁大學,碩士班(日間),女,1160,218,15,2,0,9,86,2,17,0,11,73,0,1,2,...,0
107,私立,一般大學,1002,輔仁大學,碩士在職專班,女,819,260,18,2,0,4,134,6,27,0,6,62,0,1,0,...,0
107,私立,一般大學,1002,輔仁大學,博士班,女,187,89,4,0,0,1,36,2,7,0,0,39,0,0,0,...,0
107,私立,一般大學,1003,東吳大學,學士班(日間),男,4766,289,13,9,36,72,20,0,1,10,47,0,13,1,7,...,60
107,私立,一般大學,1003,東吳大學,學士班(進修),男,356,41,2,2,1,4,18,0,0,2,2,0,0,0,0,...,10
107,私立,一般大學,1003,東吳大學,碩士班(日間),男,572,131,4,4,0,1,32,0,5,15,6,39,1,1,0,...,23
107,私立,一般大學,1003,東吳大學,碩士在職專班,男,539,87,2,0,0,0,44,0,10,0,3,14,0,2,1,...,11
107,私立,一般大學,1003,東吳大學,博士班,男,66,13,0,1,0,0,1,0,1,0,1,7,0,0,0,...,2
107,私立,一般大學,1003,東吳大學,學士班(日間),女,7273,272,31,6,23,70,11,3,0,0,76,0,4,0,4,...,44
107,私立,一般大學,1003,東吳大學,學士班(進修),女,715,72,8,1,3,4,16,2,7,0,5,0,1,1,3,...,21
107,私立,一般大學,1003,東吳大學,碩士班(日間),女,684,130,9,3,1,1,32,0,8,0,10,39,1,0,2,...,24
107,私立,一般大學,1003,東吳大學,碩士在職專班,女,636,118,5,0,0,0,43,6,26,0,3,15,0,1,0,...,19
107,私立,一般大學,1003,東吳大學,博士班,女,58,10,1,0,0,0,1,0,1,0,0,5,0,0,0,...,2
107,私立,一般大學,1004,中原大學,學士班(日間),男,7271,226,11,11,33,64,21,0,1,10,31,0,5,5,6,...,28
107,私立,一般大學,1004,中原大學,碩士班(日間),男,973,112,7,4,4,2,35,0,6,8,3,24,1,3,4,...,11
107,私立,一般大學,1004,中原大學,碩士在職專班,男,542,120,3,6,0,0,71,0,19,0,0,13,0,5,0,...,3
107,私立,一般大學,1004,中原大學,博士班,男,243,58,1,6,0,0,28,0,3,4,1,12,0,1,0,...,2
107,私立,一般大學,1004,中原大學,學士班(日間),女,6090,166,12,6,19,55,24,0,4,0,21,0,3,3,5,...,14
107,私立,一般大學,1004,中原大學,碩士班(日間),女,638,107,5,3,0,4,29,2,13,0,4,25,0,1,6,...,15
107,私立,一般大學,1004,中原大學,碩士在職專班,女,327,55,4,2,0,0,23,2,12,1,0,5,0,3,2,...,1
107,私立,一般大學,1004,中原大學,博士班,女,105,22,2,0,0,0,10,1,4,0,0,5,0,0,0,...,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),男,10374,680,46,15,13,72,15,0,0,9,38,0,3,0,8,...,461
