學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,前一學年度錄取1年級在學學生人數(A),當學年度2年級在學學生數(B),前一學年度學生就學穩定率(%)(C)(C=B/A)
108,私立,技專校院,1062,僑光科技大學,學士班(進修),1216,910,74.84
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),393,340,86.51
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),771,566,73.41
108,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),17,13,76.47
108,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),768,694,90.36
108,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),658,467,70.97
108,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,350,328,93.71
108,私立,技專校院,1065,吳鳳科技大學,學士班(日間),888,792,89.19
108,私立,技專校院,1065,吳鳳科技大學,學士班(進修),232,166,71.55
108,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),102,61,59.80
108,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),588,472,80.27
108,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),541,382,70.61
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),249,167,67.07
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),74,59,79.73
108,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),196,161,82.14
108,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),766,432,56.40
108,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),868,716,82.49
108,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),438,339,77.40
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),1604,1562,97.38
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),556,516,92.81
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),1764,1488,84.35
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),341,121,35.48
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,189,168,88.89
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,二專(進修),63,0,0.00
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),25,19,76.00
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),178,53,29.78
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,40,29,72.50
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),1195,980,82.01
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),620,203,32.74
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,86,74,86.05
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),1300,1179,90.69
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),635,439,69.13
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,311,304,97.75
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),80,60,75.00
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),475,312,65.68
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),352,238,67.61
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,132,120,90.91
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),431,403,93.50
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),51,35,68.63
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,255,248,97.25
108,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1566,1486,94.89
108,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),856,661,77.22
108,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,332,308,92.77
108,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),132,107,81.06
108,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),112,60,53.57
108,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),80,33,41.25
108,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,560,501,89.46
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),92,71,77.17
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),743,579,77.93
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),814,603,74.08
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,240,206,85.83
108,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),129,108,83.72
108,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),36,24,66.67
108,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,119,99,83.19
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),392,307,78.32
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),29,26,89.66
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),40,31,77.50
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),725,585,80.69
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),126,94,74.60
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,144,126,87.50
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),195,162,83.08
108,私立,技專校院,1148,大漢技術學院,二專(進修),79,60,75.95
108,私立,技專校院,1148,大漢技術學院,學士班(日間),87,63,72.41
108,私立,技專校院,1148,大漢技術學院,學士班(進修),249,165,66.27
108,私立,技專校院,1159,和春技術學院,二專(進修),82,66,80.49
108,私立,技專校院,1159,和春技術學院,學士班(日間),65,53,81.54
108,私立,技專校院,1159,和春技術學院,學士班(進修),142,94,66.20
108,私立,技專校院,1159,和春技術學院,五專,19,11,57.89
108,私立,技專校院,1166,亞東技術學院,學士班(日間),1176,1077,91.58
108,私立,技專校院,1166,亞東技術學院,學士班(進修),46,43,93.48
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),18,9,50.00
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),401,315,78.55
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),252,156,61.90
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,59,46,77.97
108,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),450,287,63.78
108,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),190,132,69.47
108,私立,技專校院,1182,蘭陽技術學院,學士班(日間),132,104,78.79
108,私立,技專校院,1182,蘭陽技術學院,五專,65,45,69.23
108,私立,技專校院,1183,黎明技術學院,二專(進修),53,0,0.00
108,私立,技專校院,1183,黎明技術學院,學士班(日間),835,707,84.67
108,私立,技專校院,1183,黎明技術學院,學士班(進修),416,258,62.02
108,私立,技專校院,1183,黎明技術學院,五專,77,69,89.61
108,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(日間),571,477,83.54
108,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(進修),86,48,55.81
108,私立,技專校院,1185,德育學校財團法人德育護理健康學院,五專,232,199,85.78
108,私立,技專校院,1188,大同技術學院,學士班(日間),232,183,78.88
108,私立,技專校院,1188,大同技術學院,學士班(進修),275,154,56.00
108,私立,技專校院,1188,大同技術學院,五專,14,10,71.43
108,私立,技專校院,1192,臺灣觀光學院,二專(進修),30,25,83.33
108,私立,技專校院,1192,臺灣觀光學院,學士班(日間),82,37,45.12
108,私立,技專校院,1192,臺灣觀光學院,學士班(進修),60,43,71.67
108,私立,技專校院,1192,臺灣觀光學院,五專,3,2,66.67
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),156,148,94.87
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),12,12,100.00
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),27,23,85.19
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),214,82,38.32
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,777,723,93.05
108,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),232,121,52.16
108,私立,技專校院,1283,仁德醫護管理專科學校,五專,1140,1090,95.61
108,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),223,206,92.38
108,私立,技專校院,1284,樹人醫護管理專科學校,五專,1488,1348,90.59
108,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),36,33,91.67
108,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),136,96,70.59
