學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),馬紹爾群島共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),史瓦帝尼王國,非洲,19,3,16,19,3,16,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),宏都拉斯共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),貝里斯,中南美洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),聖文森(及格瑞那丁),中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),聖露西亞,中南美洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),巴拉圭,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),聖克里斯多福及尼維斯,中南美洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),香港,港澳,6,5,1,0,0,0,0,0,0,6,5,1,0,0,0
110,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),美國,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),香港,港澳,4,3,1,0,0,0,0,0,0,4,3,1,0,0,0
110,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),澳門,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
110,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),馬來西亞,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),香港,港澳,13,5,8,0,0,0,0,0,0,13,5,8,0,0,0
110,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),澳門,港澳,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0
110,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),印度尼西亞共和國,東協,8,3,5,7,3,4,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),日本,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),馬來西亞,東協,16,4,12,12,4,8,4,0,4,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),香港,港澳,4,3,1,0,0,0,0,0,0,4,3,1,0,0,0
110,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),印度尼西亞共和國,東協,5,2,3,4,2,2,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),馬來西亞,東協,8,3,5,8,3,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),香港,港澳,8,3,5,0,0,0,0,0,0,8,3,5,0,0,0
110,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),澳門,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),日本,其他亞洲地區,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),馬來西亞,東協,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),印度尼西亞共和國,東協,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),日本,其他亞洲地區,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),越南社會主義共和國,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),聖文森(及格瑞那丁),中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),美國,北美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),馬來西亞,東協,30,9,21,23,8,15,7,1,6,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),香港,港澳,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),澳門,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),大陸地區,大陸地區,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,碩士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),馬來西亞,東協,5,3,2,4,3,1,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),香港,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,碩士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,碩士班(日間),大陸地區,大陸地區,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
110,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),香港,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
110,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,02322001,中國文學系,博士班,大陸地區,大陸地區,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
110,私立,一般大學,1015,世新大學,02322001,中國文學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1015,世新大學,03141007,性別研究所,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),馬來西亞,東協,4,2,2,1,0,1,3,2,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),澳門,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,03212017,新聞學系,碩士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03212017,新聞學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,03214012,傳播博士學位學程,博士班,大陸地區,大陸地區,8,2,6,0,0,0,0,0,0,0,0,0,8,2,6
110,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),大陸地區,大陸地區,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
110,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),馬來西亞,東協,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),馬來西亞,東協,5,2,3,3,2,1,2,0,2,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),香港,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),澳門,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1015,世新大學,04131023,企業管理學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
110,私立,一般大學,1015,世新大學,04131023,企業管理學系,碩士班(日間),土耳其共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04134009,行政管理學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),印度尼西亞共和國,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),馬來西亞,東協,11,1,10,5,0,5,6,1,5,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),澳門,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,碩士班(日間),越南社會主義共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,碩士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,碩士班(日間),大陸地區,大陸地區,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2
110,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),馬來西亞,東協,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,04199025,傳播管理學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),日本,其他亞洲地區,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),香港,港澳,5,1,4,0,0,0,0,0,0,5,1,4,0,0,0
110,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1015,世新大學,10151029,觀光學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,10151029,觀光學系,碩士班(日間),大陸地區,大陸地區,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
110,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),馬來西亞,東協,24,15,9,19,12,7,5,3,2,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),香港,港澳,4,3,1,0,0,0,0,0,0,4,3,1,0,0,0
110,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),澳門,港澳,6,1,5,0,0,0,0,0,0,6,1,5,0,0,0
110,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),香港,港澳,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0
110,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),印度尼西亞共和國,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),馬來西亞,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),香港,港澳,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),澳門,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),葡萄牙共和國,歐洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士班,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),香港,港澳,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),日本,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),泰國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),南非共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
