學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,碩士班(日間),越南社會主義共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,碩士班(日間),蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),馬來西亞,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),海地共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理博士學位學程,博士班,泰國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理博士學位學程,博士班,大陸地區,大陸地區,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
110,私立,一般大學,1011,中華大學學校財團法人中華大學,06131021,資訊管理學系,學士班(日間),馬來西亞,東協,10,7,3,9,6,3,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,碩士班(日間),菲律賓共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,碩士班(日間),印度,南亞,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07194037,工程科學博士學位學程,博士班,大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07199053,光電與材料工程學系,學士班(日間),菲律賓共和國,東協,25,6,19,25,6,19,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,碩士班(日間),蒙古國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),緬甸,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),馬來西亞,東協,14,6,8,14,6,8,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,10151055,觀光與會展活動學系,學士班(日間),越南社會主義共和國,東協,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),馬來西亞,東協,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1012,大葉大學,02112037,多媒體數位內容學士學位學程,學士班(日間),馬來西亞,東協,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02112037,多媒體數位內容學士學位學程,學士班(日間),香港,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
110,私立,一般大學,1012,大葉大學,02112037,多媒體數位內容學士學位學程,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),馬來西亞,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),香港,港澳,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),澳門,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,碩士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
110,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),香港,港澳,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),印度尼西亞共和國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),馬來西亞,東協,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),越南社會主義共和國,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),蒙古國,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311004,英語學系,碩士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
110,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),香港,港澳,5,3,2,0,0,0,0,0,0,5,3,2,0,0,0
110,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1012,大葉大學,04111020,會計資訊學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),蒙古國,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,碩士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,碩士班(日間),越南社會主義共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131021,企業管理學系,碩士班(日間),蒙古國,其他亞洲地區,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,學士班(日間),印度尼西亞共和國,東協,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,碩士班(日間),蒙古國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,碩士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04199029,管理學院博士班,博士班,印度尼西亞共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,04199029,管理學院博士班,博士班,越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1012,大葉大學,07121054,環境工程學系,學士班(日間),蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,07121054,環境工程學系,碩士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),香港,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
110,私立,一般大學,1012,大葉大學,10131067,餐旅管理學系,學士班(日間),馬來西亞,東協,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,10131067,餐旅管理學系,學士班(日間),香港,港澳,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0
110,私立,一般大學,1012,大葉大學,10142072,運動健康管理學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1012,大葉大學,10142072,運動健康管理學系,碩士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,10152070,休閒事業管理學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,10152070,休閒事業管理學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),馬來西亞,東協,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),香港,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
110,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),澳門,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1012,大葉大學,10199075,婚禮企劃暨節慶管理學士學位學程,學士班(日間),馬來西亞,東協,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,10199075,婚禮企劃暨節慶管理學士學位學程,學士班(日間),香港,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
110,私立,一般大學,1012,大葉大學,10321076,消防安全學士學位學程,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02131002,美術與文創學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02131002,美術與文創學系,學士班(日間),香港,港澳,10,3,7,0,0,0,0,0,0,10,3,7,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02131002,美術與文創學系,碩士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02191020,藝術設計學院學士班,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02299009,東方人文思想研究所,博士班,大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02299009,東方人文思想研究所,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02322003,中國文學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,07311016,建築學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1013,華梵學校財團法人華梵大學,07312019,景觀與環境設計學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),馬來西亞,東協,8,6,2,4,3,1,4,3,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),香港,港澳,6,4,2,0,0,0,0,0,0,6,4,2,0,0,0
110,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
110,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),馬來西亞,東協,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1014,義守大學,02122067,傳播與設計學院文創傳播與設計碩士班,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),印度尼西亞共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),馬來西亞,東協,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1014,義守大學,02311002,應用英語學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02311002,應用英語學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),馬來西亞,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),香港,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),印度尼西亞共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),馬來西亞,東協,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
110,私立,一般大學,1014,義守大學,03214063,傳播產製英語學士學位學程,學士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),馬拉威共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),宏都拉斯共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,學士班(日間),大陸地區,大陸地區,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),日本,其他亞洲地區,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),馬來西亞,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),越南社會主義共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),印度尼西亞共和國,東協,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),泰國,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),越南社會主義共和國,東協,21,10,11,21,10,11,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1014,義守大學,04131012,管理學院管理博士班,博士班,印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),印度尼西亞共和國,東協,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),馬來西亞,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),越南社會主義共和國,東協,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04134007,公共政策與管理學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,05121020,生物科技學系,學士班(日間),馬來西亞,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),香港,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
110,私立,一般大學,1014,義守大學,05499070,資料科學與大數據分析學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),印度尼西亞共和國,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),馬來西亞,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,06131027,資訊工程學系,博士班,印度,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,06131027,資訊工程學系,博士班,菲律賓共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),薩爾瓦多,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07141025,電機工程學系,博士班,大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1014,義守大學,07141025,電機工程學系,碩士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07141026,電子工程學系,碩士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
110,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
110,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
110,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1014,義守大學,07194062,智慧化自動控制英語學士學位學程,學士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07194062,智慧化自動控制英語學士學位學程,學士班(日間),菲律賓共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,07321031,土木工程學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
