學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),22,6,16,25,15,10,11.72
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),5,1,4,9,4,5,3.66
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),0,0,0,9,3,6,2.18
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),4,1,3,6,2,4,1.24
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),0,0,0,1,1,0,20.00
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),14,8,6,9,7,2,3.32
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系全球財務管理全英語學士班,學士班(日間),8,4,4,1,1,0,3.75
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),0,0,0,2,2,0,0.48
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),87,52,35,3,2,1,10.74
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),1,0,1,2,1,1,0.89
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),42,19,23,14,9,5,7.71
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),0,0,0,2,0,2,0.42
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),0,0,0,1,1,0,0.28
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411110,應用數學與數據科學學系,學士班(日間),1,0,1,1,1,0,0.76
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),30,28,2,19,17,2,5.74
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語學士班,學士班(日間),41,36,5,4,4,0,13.93
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),12,12,0,5,4,1,2.15
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131107,人工智慧學系,學士班(日間),4,4,0,3,2,1,1.37
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),1,0,1,0,0,0,0.24
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),1,1,0,0,0,0,0.11
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),1,1,0,5,5,0,1.37
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),4,4,0,5,4,1,1.55
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),3,1,2,5,3,2,2.36
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),1,1,0,4,4,0,1.09
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),11,3,8,3,0,3,4.91
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),3,2,1,4,2,2,1.46
113,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),1,0,1,1,1,0,1.39
113,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),2,2,0,16,12,4,3.49
113,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),5,3,2,13,4,9,7.53
113,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),1,0,1,0,0,0,0.95
113,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),2,1,1,1,0,1,2.48
113,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),1,1,0,0,0,0,0.80
113,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),5,0,5,0,0,0,4.13
113,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),9,3,6,7,4,3,5.39
113,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),0,0,0,4,3,1,3.05
113,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),0,0,0,6,4,2,5.56
113,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),3,1,2,20,2,18,4.43
113,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),5,3,2,4,2,2,4.13
113,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),3,1,2,12,8,4,3.41
113,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),0,0,0,1,1,0,16.67
113,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),2,0,2,1,0,1,2.36
113,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),0,0,0,6,4,2,1.86
113,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),0,0,0,2,2,0,0.88
113,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),5,2,3,8,2,6,4.69
113,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),0,0,0,3,2,1,2.14
113,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),1,1,0,2,1,1,1.57
113,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),19,4,15,14,6,8,6.75
113,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),1,0,1,4,3,1,1.91
113,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),3,0,3,3,2,1,1.83
113,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),0,0,0,1,1,0,0.38
113,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),4,1,3,1,1,0,0.94
113,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),9,5,4,0,0,0,2.24
113,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),2,0,2,5,3,2,3.59
113,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),6,1,5,1,1,0,2.01
113,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),2,0,2,9,6,3,3.00
113,私立,一般大學,1006,中國文化大學,04143027,行銷學士學位學程,學士班(日間),0,0,0,1,1,0,0.80
113,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),17,10,7,0,0,0,9.71
113,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),0,0,0,2,1,1,1.67
113,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),2,1,1,5,1,4,3.89
113,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),1,1,0,0,0,0,1.05
113,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),1,0,1,0,0,0,0.85
113,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),0,0,0,1,1,0,0.71
113,私立,一般大學,1006,中國文化大學,05499114,應用數學系,學士班(日間),0,0,0,1,1,0,0.55
113,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),8,6,2,0,0,0,1.87
113,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),2,1,1,1,1,0,0.74
113,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),1,0,1,0,0,0,0.88
113,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),5,4,1,1,1,0,2.64
113,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),8,4,4,0,0,0,6.20
113,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),2,1,1,7,1,6,5.52
113,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),2,1,1,1,1,0,2.63
113,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),0,0,0,2,1,1,1.39
113,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),0,0,0,2,1,1,0.81
113,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),4,1,3,0,0,0,2.16
113,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),3,3,0,2,2,0,4.76
113,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),3,2,1,6,4,2,5.70
113,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),15,8,7,7,4,3,6.11
113,私立,一般大學,1007,逢甲大學,02124007,室內設計學士學位學程,學士班(日間),6,3,3,3,1,2,9.78
113,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),5,3,2,8,6,2,3.37
113,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),4,1,3,6,5,1,4.61
113,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),0,0,0,3,3,0,0.67
113,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),2,2,0,0,0,0,0.81
113,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),3,2,1,10,3,7,1.77
113,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),8,6,2,3,2,1,1.49
113,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),2,2,0,1,1,0,1.44
113,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),2,2,0,0,0,0,0.42
113,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),29,14,15,26,16,10,9.60
113,私立,一般大學,1007,逢甲大學,04131021,國際企業管理全英語學士學位學程,學士班(日間),9,4,5,3,2,1,5.00
113,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),1,1,0,1,1,0,0.43
113,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),15,7,8,5,3,2,2.68
113,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),12,5,7,10,5,5,3.98
113,私立,一般大學,1007,逢甲大學,04191014,澳洲昆士蘭大學商學雙學士學位學程,學士班(日間),2,2,0,0,0,0,4.26
113,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),1,1,0,1,1,0,2.25
113,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),2,1,1,0,0,0,2.15
113,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),1,1,0,1,1,0,0.55
113,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),4,3,1,2,1,1,1.44
113,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),29,24,5,35,34,1,6.54
113,私立,一般大學,1007,逢甲大學,06131048,澳洲蒙納許大學資訊工程雙學士學位學程,學士班(日間),1,0,1,0,0,0,2.63
113,私立,一般大學,1007,逢甲大學,06134115,人工智慧技術與應用學士學位學程,學士班(日間),2,1,1,2,2,0,1.97
113,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),0,0,0,1,1,0,0.20
113,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),0,0,0,3,3,0,0.71
113,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),0,0,0,3,3,0,0.54
113,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),1,1,0,4,4,0,0.72
113,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),1,1,0,1,1,0,0.36
113,私立,一般大學,1007,逢甲大學,07141056,資訊電機學院學士班,學士班(日間),1,1,0,0,0,0,0.84
113,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),1,1,0,0,0,0,1.89
113,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),5,4,1,6,6,0,2.14
113,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),0,0,0,1,1,0,0.22
113,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),2,2,0,3,1,2,1.15
113,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),1,0,1,5,2,3,1.65
113,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),3,2,1,2,2,0,2.30
113,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),1,1,0,7,5,2,2.13
113,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),0,0,0,7,7,0,1.62
113,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),11,6,5,5,5,0,3.52
113,私立,一般大學,1007,逢甲大學,99999094,全校國際生大一不分系學士班,學士班(日間),1,0,1,0,0,0,5.00
113,私立,一般大學,1007,逢甲大學,99999108,國際雙學士學位學程,學士班(日間),1,1,0,0,0,0,2.04
113,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),2,1,1,0,0,0,0.66
113,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),1,0,1,1,0,1,0.80
113,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),3,1,2,9,5,4,2.17
113,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),1,0,1,2,0,2,1.19
113,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),14,8,6,8,1,7,6.63
113,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),1,1,0,2,1,1,0.60
113,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),1,1,0,1,1,0,0.34
113,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),2,2,0,0,0,0,1.06
113,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),0,0,0,1,0,1,0.18
113,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),4,1,3,5,4,1,2.42
113,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),2,2,0,2,2,0,0.97
113,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),1,1,0,1,1,0,0.52
113,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),2,2,0,2,2,0,0.74
113,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),9,0,9,1,0,1,2.41
113,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),1,0,1,3,3,0,0.82
113,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),10,5,5,4,4,0,2.36
113,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),12,6,6,25,11,14,17.29
113,私立,一般大學,1014,義守大學,02122068,國際傳媒與娛樂管理學系,學士班(日間),3,1,2,1,0,1,3.85
113,私立,一般大學,1014,義守大學,02122073,創意整合設計學系,學士班(日間),3,1,2,7,2,5,8.47
113,私立,一般大學,1014,義守大學,02122075,新媒體設計學系,學士班(日間),2,1,1,14,8,6,11.85
113,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),0,0,0,17,13,4,7.76
113,私立,一般大學,1014,義守大學,02311074,國際溝通暨應用英語學系,學士班(日間),2,2,0,6,5,1,5.19
113,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),8,5,3,23,14,9,14.55
113,私立,一般大學,1014,義守大學,04111009,會計學系,學士班(日間),0,0,0,1,1,0,0.61
113,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),1,1,0,0,0,0,2.63
113,私立,一般大學,1014,義守大學,04121084,財務與商業分析英語學士學位學程,學士班(日間),1,0,1,0,0,0,5.26
113,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),2,1,1,6,4,2,3.79
113,私立,一般大學,1014,義守大學,04131013,國際企業經營英語學士學位學程,學士班(日間),2,0,2,0,0,0,3.70
113,私立,一般大學,1014,義守大學,04131015,國際商務學系,學士班(日間),6,5,1,1,1,0,3.78
113,私立,一般大學,1014,義守大學,04133018,醫務管理學系,學士班(日間),0,0,0,2,2,0,0.72
113,私立,一般大學,1014,義守大學,05121079,醫學科學與生物科技學系,學士班(日間),1,1,0,2,2,0,1.69
113,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),0,0,0,1,1,0,0.49
113,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),0,0,0,3,3,0,1.26
113,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),1,1,0,11,10,1,2.36
113,私立,一般大學,1014,義守大學,06131069,智慧網路科技學系,學士班(日間),0,0,0,1,0,1,1.03
113,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),0,0,0,1,1,0,0.37
113,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),0,0,0,1,1,0,0.19
113,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),2,2,0,1,1,0,1.38
113,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),0,0,0,1,1,0,0.35
113,私立,一般大學,1014,義守大學,07321031,土木工程學系,學士班(日間),0,0,0,3,3,0,1.71
113,私立,一般大學,1014,義守大學,09131046,學士後護理學系,學士班(日間),1,1,0,0,0,0,1.37
113,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),3,0,3,16,12,4,4.46
113,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),0,0,0,1,1,0,0.26
113,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),0,0,0,2,1,1,0.58
113,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),1,1,0,24,16,8,6.30
113,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),1,1,0,30,15,15,8.66
113,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),16,7,9,16,12,4,11.23
113,私立,一般大學,1014,義守大學,10131077,廚藝暨美食學學系,學士班(日間),30,12,18,48,23,25,31.58
113,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),4,0,4,1,1,0,7.46
113,私立,一般大學,1014,義守大學,10151078,觀光智慧服務與科技學系,學士班(日間),0,0,0,8,4,4,6.78
113,私立,一般大學,1014,義守大學,10151082,智慧觀光餐旅管理英語學士學位學程,學士班(日間),2,1,1,0,0,0,4.44
113,私立,一般大學,1014,義守大學,10152076,運動科技與休閒管理學系,學士班(日間),0,0,0,5,3,2,5.49
113,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),40,18,22,34,11,23,12.23
113,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),4,1,3,20,5,15,5.29
113,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),6,3,3,10,5,5,4.42
113,私立,一般大學,1016,銘傳大學,02125095,時尚與創新管理學士學位學程,學士班(日間),17,3,14,3,0,3,13.79
113,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),4,2,2,16,8,8,3.98
113,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),2,1,1,3,2,1,1.40
113,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),1,0,1,0,0,0,0.46
113,私立,一般大學,1016,銘傳大學,02323042,華語文教學學系,學士班(日間),5,3,2,0,0,0,3.23
113,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),8,5,3,0,0,0,5.84
113,私立,一般大學,1016,銘傳大學,03131102,諮商臨床與工商心理學系,學士班(日間),8,3,5,11,2,9,4.08
113,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),7,4,3,9,2,7,3.30
113,私立,一般大學,1016,銘傳大學,03211047,廣播電視學系,學士班(日間),75,19,56,50,22,28,29.55
113,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),18,10,8,0,0,0,7.79
113,私立,一般大學,1016,銘傳大學,03212104,影音新聞暨社群傳播學系,學士班(日間),4,1,3,13,6,7,10.76
113,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),41,17,24,23,12,11,20.65
113,私立,一般大學,1016,銘傳大學,04121021,金融學系,學士班(日間),2,1,1,2,2,0,1.33
113,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),45,20,25,1,0,1,8.29
113,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),14,9,5,11,7,4,3.20
113,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),6,2,4,3,1,2,1.22
113,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),28,10,18,16,6,10,13.21
113,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系全媒體行銷與電子商務專班,學士班(日間),1,0,1,0,0,0,2.63
113,私立,一般大學,1016,銘傳大學,04199089,金融科技應用學士學位學程,學士班(日間),1,0,1,1,1,0,1.15
113,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,學士班(日間),0,0,0,1,1,0,0.27
113,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),2,1,1,1,1,0,1.34
113,私立,一般大學,1016,銘傳大學,06131029,資訊工程學系,學士班(日間),2,1,1,3,3,0,0.89
113,私立,一般大學,1016,銘傳大學,06131029,資訊工程學系智慧物聯網技術專班,學士班(日間),1,1,0,0,0,0,2.38
113,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),2,1,1,2,2,0,0.63
113,私立,一般大學,1016,銘傳大學,06132101,人工智慧應用學系,學士班(日間),1,0,1,2,2,0,0.75
113,私立,一般大學,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,學士班(日間),3,3,0,1,1,0,5.06
113,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,學士班(日間),0,0,0,1,0,1,0.29
113,私立,一般大學,1016,銘傳大學,07141050,電腦與通訊工程學系,學士班(日間),0,0,0,1,1,0,0.28
113,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),0,0,0,3,3,0,1.64
113,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),1,0,1,3,2,1,1.53
113,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),56,18,38,25,6,19,21.89
113,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),1,0,1,0,0,0,1.35
113,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),7,4,3,3,1,2,4.33
113,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),1,1,0,8,7,1,3.73
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),1,1,0,3,0,3,1.03
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系,學士班(日間),2,0,2,1,1,0,1.63
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),1,1,0,10,9,1,3.91
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),5,2,3,34,23,11,4.59
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),0,0,0,4,3,1,0.66
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系全英語學士班,學士班(日間),5,1,4,5,3,2,7.94
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311115,歐洲語文學系,學士班(日間),4,1,3,6,1,5,1.25
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),1,0,1,5,1,4,1.93
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),2,1,1,1,1,0,0.34
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),2,2,0,2,2,0,3.64
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),14,6,8,3,2,1,7.14
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),18,6,12,19,11,8,8.03
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),3,1,2,6,4,2,2.65
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),0,0,0,7,3,4,1.69
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),1,0,1,5,3,2,0.67
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),15,9,6,8,6,2,3.19
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系全球財務管理全英語學士班,學士班(日間),7,4,3,0,0,0,2.69
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),93,57,36,4,3,1,10.85
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),1,0,1,0,0,0,0.35
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),37,11,26,13,10,3,6.45
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系全英語學士班,學士班(日間),3,0,3,0,0,0,4.69
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),0,0,0,2,0,2,0.42
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),0,0,0,1,1,0,0.28
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411110,應用數學與數據科學學系,學士班(日間),0,0,0,1,1,0,0.41
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421114,統計與資料科學學系,學士班(日間),1,1,0,0,0,0,0.19
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),31,28,3,15,14,1,5.40
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語學士班,學士班(日間),53,42,11,2,2,0,16.03
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),15,13,2,4,3,1,2.44
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131107,人工智慧學系,學士班(日間),6,6,0,3,2,1,1.39
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),2,1,1,0,0,0,0.48
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),2,2,0,4,4,0,1.33
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),3,3,0,3,3,0,0.97
