學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,6,4,2,4,2,2,2,2,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),黎巴嫩共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),馬來西亞,東協,41,23,18,12,3,9,29,20,9,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴基斯坦,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),菲律賓共和國,東協,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),新加坡共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),泰國,東協,24,11,13,21,10,11,3,1,2,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),土耳其共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),越南社會主義共和國,東協,22,10,12,18,7,11,4,3,1,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),香港,港澳,23,10,13,0,0,0,0,0,0,23,10,13,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳門,港澳,10,7,3,0,0,0,0,0,0,10,7,3,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),蒙古國,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳大利亞,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
