學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
111,公立,一般大學,0001,國立政治大學,01121004,幼兒教育研究所,碩士班(日間),男,5,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,01121004,幼兒教育研究所,碩士班(日間),女,49,17,12,2,0,0,0,1,0,5,0,0,1,0,0,0,3,5,0,5
111,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,碩士班(日間),男,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,博士班,男,15,6,5,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,碩士班(日間),女,14,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,博士班,女,12,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),男,92,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,碩士班(日間),男,45,13,12,0,2,0,0,3,0,0,0,0,2,0,1,0,4,1,0,1
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,博士班,男,18,4,4,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),女,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,碩士班(日間),女,13,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
111,公立,一般大學,0001,國立政治大學,02221020,歷史學系,博士班,女,7,5,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,碩士班(日間),男,36,17,15,0,0,0,0,0,0,0,0,0,9,0,0,0,6,2,0,2
111,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,博士班,男,12,7,5,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,碩士班(日間),女,18,7,5,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,博士班,女,7,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,學士班(日間),男,80,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,3
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,碩士班(日間),男,10,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,博士班,男,7,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,學士班(日間),女,100,6,5,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,碩士班(日間),女,9,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02222031,民族學系,博士班,女,11,5,5,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,學士班(日間),男,104,7,5,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,碩士班(日間),男,35,9,7,0,1,0,0,0,0,1,0,0,0,0,1,0,4,2,0,2
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,博士班,男,21,7,7,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,學士班(日間),女,86,6,5,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,碩士班(日間),女,13,6,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02231022,哲學系,博士班,女,9,4,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,學士班(日間),男,75,7,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,碩士班(日間),男,15,7,6,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,博士班,男,11,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,學士班(日間),女,197,13,12,3,0,1,0,0,0,0,0,4,0,0,0,0,4,1,0,1
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,碩士班(日間),女,55,12,8,1,0,0,0,1,0,0,0,0,2,0,1,0,3,4,0,4
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,博士班,女,14,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,碩士在職專班,男,5,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,碩士在職專班,女,23,8,7,2,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,學士班(日間),男,45,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,碩士班(日間),男,8,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,學士班(日間),女,142,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,碩士班(日間),女,14,5,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,學士班(日間),男,60,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,學士班(日間),女,104,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),男,21,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),女,123,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4
111,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,碩士班(日間),女,23,7,4,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,0,3
111,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,學士班(日間),男,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,學士班(日間),女,87,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,學士班(日間),男,51,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
111,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,學士班(日間),女,223,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
111,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,學士班(日間),男,48,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,碩士班(日間),男,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,學士班(日間),女,165,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,碩士班(日間),女,9,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,學士班(日間),男,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,學士班(日間),女,86,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,碩士班(日間),男,20,7,5,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,男,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,碩士班(日間),女,21,10,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,4
111,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,女,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),男,82,5,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),男,40,9,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,3
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,男,31,10,10,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),女,254,10,8,3,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,2
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),女,59,16,15,4,0,0,0,3,0,2,0,0,4,0,0,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,女,21,9,7,1,0,0,0,0,0,2,0,0,3,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,碩士在職專班,男,12,4,4,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,碩士在職專班,女,63,38,38,1,0,0,0,11,0,13,0,0,4,0,3,0,6,0,0,0
111,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,博士班,男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,博士班,女,13,9,7,0,1,0,0,2,2,1,0,0,0,0,1,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,碩士班(日間),男,10,5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,碩士班(日間),女,40,13,9,0,0,0,0,3,0,0,0,1,1,0,2,0,2,4,0,4
111,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,碩士班(日間),男,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,博士班,男,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,碩士班(日間),女,22,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,02399018,語言學研究所,博士班,女,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),男,229,9,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,2
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),男,71,6,4,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,博士班,男,9,4,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),女,186,7,6,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),女,24,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
111,公立,一般大學,0001,國立政治大學,03111024,經濟學系,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),男,16,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4
111,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),女,21,5,5,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),男,88,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),男,45,13,8,0,0,0,0,1,0,0,1,0,3,0,0,0,3,5,0,5
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,男,17,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),女,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),女,27,6,5,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,女,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,碩士在職專班,男,47,18,7,1,0,0,0,2,0,2,0,0,0,0,0,0,2,11,0,11
111,公立,一般大學,0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,碩士在職專班,女,25,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),男,116,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,3
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),男,37,12,8,0,0,0,0,1,0,1,2,0,1,0,1,0,2,4,0,4
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,博士班,男,6,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),女,162,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),女,40,10,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,6
111,公立,一般大學,0001,國立政治大學,03122045,外交學系,博士班,女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,碩士在職專班,男,50,25,16,1,0,0,0,8,0,6,0,1,0,0,0,0,0,9,0,9
111,公立,一般大學,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,碩士在職專班,女,25,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
111,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),男,33,5,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),女,22,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),男,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),男,24,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,2
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,男,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),女,150,10,7,1,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),女,65,6,5,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,女,5,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),男,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),女,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),男,78,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),男,24,10,5,0,0,0,0,1,0,0,1,0,1,0,0,0,2,5,0,5
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,男,7,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),女,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),女,35,6,5,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,女,5,7,4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,3
111,公立,一般大學,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,碩士班(日間),男,6,4,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
111,公立,一般大學,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,碩士班(日間),女,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),男,56,13,13,0,0,0,0,5,0,2,0,0,2,0,1,0,3,0,0,0
111,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,男,20,10,9,0,0,0,0,3,0,3,0,0,1,0,1,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),女,21,7,7,0,0,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,女,13,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03143036,日本研究博士學位學程,博士班,女,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
111,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),男,22,6,5,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),女,18,4,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),男,19,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,4
111,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),女,12,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1
111,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,男,37,7,6,0,0,0,0,3,0,0,0,0,1,0,1,0,1,1,0,1
111,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語博士學位學程,博士班,女,33,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),男,40,12,6,0,0,0,0,2,0,0,0,0,1,0,2,0,1,6,0,6
111,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),女,40,15,8,2,0,0,0,0,0,1,0,0,2,0,1,0,2,7,0,7
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),男,259,16,11,1,0,5,0,0,0,0,0,1,0,0,1,0,3,5,0,5
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),男,31,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,男,55,29,25,2,0,0,0,10,0,7,0,0,3,0,2,0,1,4,0,4
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,男,6,8,6,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),女,231,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),女,35,6,6,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士在職專班,女,45,19,16,1,0,0,0,6,0,3,0,0,2,0,3,0,1,3,0,3
111,公立,一般大學,0001,國立政治大學,03143043,地政學系,博士班,女,5,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
111,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),男,15,5,5,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,碩士班(日間),女,25,13,8,1,0,0,0,1,1,1,0,0,3,0,0,0,1,5,0,5
111,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),男,41,17,7,0,0,0,0,2,0,1,0,0,2,0,0,0,2,10,0,10
111,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,男,22,12,7,0,0,0,0,1,0,2,0,0,2,0,1,0,1,5,0,5
111,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),女,35,11,7,0,0,0,0,2,0,2,0,0,1,0,0,0,2,4,0,4
111,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,女,13,6,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,3
111,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),男,20,8,6,0,0,0,0,4,0,1,0,0,0,0,0,0,1,2,0,2
111,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),女,46,16,12,0,0,0,0,7,0,3,0,0,1,0,1,0,0,4,0,4
